id,usuario_id,descripcion,monto,categoria,fecha,split
69,698,TRANSFERENCIA ADMINISTRACION TORRES SUC 14,134.2,Vivienda,2026-02-26,train
70,291,ALQUILER DEPARTAMENTO SUC 01,2262.59,Vivienda,2026-10-29,val
71,690,POS ALQUILER DEPARTAMENTO ONLINE,1511.52,Vivienda,2026-10-25,val
72,357,DB AUT INMOBILIARIA FACT,2734.34,Vivienda,2026-02-04,train
73,604,ADMINISTRACION TORRES SUC 01,1966.48,Vivienda,2026-10-06,val
74,652,CUPON CERRAJERIA 24HS,84.89,Vivienda,2026-07-06,train
75,488,INMOBILIARIA TRIB,680.84,Vivienda,2026-12-10,test
76,544,DB AUT ALQUILER DEPARTAMENTO TRIB,536.65,Vivienda,2026-03-23,train
77,898,P4G0 4LQU1L3R D3P4RT4M3NT0,264.4,Vivienda,2026-06-27,train
78,982,POS INMOBILIARIA CUOTA 03,2485.98,Vivienda,2026-09-11,val
79,69,CUPON EXPENSAS CONSORCIO,1850.64,Vivienda,2026-10-07,val
80,154,CUOTA HIPOTECA ONLINE,790.27,Vivienda,2026-03-23,train
81,338,CUPON CERRAJERIA 24HS,2740.27,Vivienda,2026-08-18,train
82,1107,PAGO ALQUILER ONLINE,507.32,Vivienda,2026-04-22,train
83,315,TRANSFERENCIA CUOTA HIPOTECA CUOTA 03,888.93,Vivienda,2026-03-14,train
84,424,CUPON CERRAJERIA 24HS SUC 14,1243.09,Vivienda,2026-01-01,train
85,543,POS ALQUILER DEPARTAMENTO ONLINE,2737.6,Vivienda,2026-03-16,train
86,540,POS INMOBILIARIA SUC 01,1134.07,Vivienda,2026-05-20,train
87,705,ALQUILER DEPARTAMENTO,695.38,Vivienda,2026-03-09,train
88,858,CERRAJERIA 24HS ONLINE,2720.32,Vivienda,2026-09-27,val
89,72,CUPON EXPENSAS CONSORCIO SUC CENTRO,2437.95,Vivienda,2026-12-14,test
90,920,CERRAJERIA 24HS,1485.74,Vivienda,2026-08-19,train
91,892,EXPENSAS CONSORCIO ONLINE,2724.29,Vivienda,2026-02-12,train
92,1140,POS ADMINISTRACION TORRES,1786.06,Vivienda,2026-07-30,train
93,231,DB AUT ALQUILER DEPARTAMENTO CUOTA 03,2410.02,Vivienda,2026-03-25,train
94,1097,ALQUILER DEPARTAMENTO,1621.14,Vivienda,2026-02-07,train
95,565,TR4NSF3R3NC14 C3RR4J3R14 24HS F4CT,798.45,Vivienda,2026-11-27,test
96,101,CUPON ALQUILER DEPARTAMENTO TRIB,1735.54,Vivienda,2026-06-08,train
97,1007,DB AUT ADMINISTRACION TORRES SUC CENTRO,810.55,Vivienda,2026-10-29,val
98,658,POS EXPENSAS CONSORCIO FACT,347.15,Vivienda,2026-12-14,test
99,1058,CUOTA HIPOTECA ONLINE,1725.54,Vivienda,2026-04-17,train
100,1074,PAGO ADMINISTRACION TORRES CUOTA 03,1481.53,Vivienda,2026-11-04,test
101,935,DB AUT EXPENSAS CONSORCIO,552.57,Vivienda,2026-11-02,test
102,254,TRANSFERENCIA INMOBILIARIA ONLINE,1996.6,Vivienda,2026-04-03,train
103,717,DB AUT EXPENSAS CONSORCIO FACT,1093.11,Vivienda,2026-03-03,train
104,334,POS ALQUILER DEPARTAMENTO,2513.02,Vivienda,2026-08-03,train
105,19,POS EXPENSAS CONSORCIO ONLINE,2411.34,Vivienda,2026-11-14,test
106,626,ALQUILER DEPARTAMENTO SUC CENTRO,1840.85,Vivienda,2026-02-03,train
107,447,DB AUT INMOBILIARIA TRIB,1828.25,Vivienda,2026-10-16,val
108,767,CERRAJERIA 24HS,1496.14,Vivienda,2026-06-23,train
109,567,CUPON ALQUILER DEPARTAMENTO,1736.62,Vivienda,2026-06-02,train
110,493,ADMINISTRACION TORRES SUC 01,833.13,Vivienda,2026-08-09,train
111,606,PAGO EXPENSAS CONSORCIO,1179.15,Vivienda,2026-12-09,test
112,456,PAGO CERRAJERIA 24HS SUC 14,1180.51,Vivienda,2026-04-18,train
113,1144,TRANSFERENCIA ADMINISTRACION TORRES SUC CENTRO,2214.92,Vivienda,2026-06-13,train
114,688,DB AUT CERRAJERIA 24HS SUC 01,1360.52,Vivienda,2026-01-25,train
115,1200,CUPON ADMINISTRACION TORRES TRIB,1046.37,Vivienda,2026-02-26,train
116,399,TRANSFERENCIA EXPENSAS,400.37,Vivienda,2026-08-06,train
117,411,INMOBILIARIA SUC 01,1931.5,Vivienda,2026-08-11,train
118,999,POS EXPENSAS CONSORCIO SUC 01,2508.54,Vivienda,2026-05-26,train
119,346,POS CUOTA HIPOTECA SUC 14,932.49,Vivienda,2026-02-15,train
120,827,ALQUILER DEPARTAMENTO ONLINE,1411.65,Vivienda,2026-02-10,train
121,660,PAGO PAGO ALQUILER TRIB,1122.62,Vivienda,2026-05-03,train
122,211,EXPENSAS CONSORCIO TRIB,598.37,Vivienda,2026-10-04,val
123,1066,POS PAGO ALQUILER SUC CENTRO,912.63,Vivienda,2026-05-31,train
124,386,POS EXPENSAS CONSORCIO FACT,1259.57,Vivienda,2026-03-28,train
125,45,EXPENSAS CONSORCIO SUC 01,2577.52,Vivienda,2026-08-21,train
126,100,CUPON ALQUILER DEPARTAMENTO SUC CENTRO,415.0,Vivienda,2026-02-13,train
127,779,ALQUILER DEPARTAMENTO,1880.56,Vivienda,2026-01-13,train
128,1066,POS ALQUILER DEPARTAMENTO ONLINE,1370.36,Vivienda,2026-03-06,train
129,218,TRANSFERENCIA ALQUILER DEPARTAMENTO,1985.98,Vivienda,2026-06-05,train
130,605,CERRAJERIA 24HS TRIB,623.32,Vivienda,2026-06-05,train
131,183,P0S 1NM0B1L14R14 SUC 14,1430.08,Vivienda,2026-05-21,train
132,208,DB AUT PAGO ALQUILER CUOTA 03,1899.74,Vivienda,2026-12-07,test
133,358,POS ADMINISTRACION TORRES FACT,708.76,Vivienda,2026-12-12,test
134,94,PAGO INMOBILIARIA,1059.78,Vivienda,2026-11-19,test
135,191,CUPON ADMINISTRACION TORRES SUC CENTRO,1884.33,Vivienda,2026-02-05,train
136,980,POS INMOBILIARIA ONLINE,577.4,Vivienda,2026-03-29,train
137,327,PAGO EXPENSAS CONSORCIO,2490.26,Vivienda,2026-10-12,val
138,60,INMOBILIARIA ONLINE,1686.84,Vivienda,2026-08-22,train
139,130,CUOTA HIPOTECA ONLINE,2727.77,Vivienda,2026-12-17,test
140,693,DB AUT CERRAJERIA 24HS SUC 14,113.62,Vivienda,2026-03-22,train
141,789,PAGO EXPENSAS SUC 14,1985.58,Vivienda,2026-06-26,train
142,962,ALQUILER DEPARTAMENTO SUC 01,1598.7,Vivienda,2026-07-31,train
143,457,POS EXPENSAS CONSORCIO SUC CENTRO,283.63,Vivienda,2026-11-11,test
144,1021,CUPON INMOBILIARIA FACT,1176.91,Vivienda,2026-04-07,train
145,1142,ALQUILER DEPARTAMENTO ONLINE,2747.42,Vivienda,2026-01-31,train
146,1152,PAGO CERRAJERIA 24HS SUC CENTRO,327.24,Vivienda,2026-07-31,train
147,680,DB AUT ALQUILER DEPARTAMENTO SUC 14,1320.89,Vivienda,2026-06-21,train
148,455,PAGO ADMINISTRACION TORRES FACT,1711.87,Vivienda,2026-06-08,train
149,218,TRANSFERENCIA ADMINISTRACION TORRES CUOTA 03,2337.28,Vivienda,2026-04-01,train
150,385,INMOBILIARIA SUC CENTRO,1419.39,Vivienda,2026-02-12,train
151,849,PAGO EXPENSAS CONSORCIO TRIB,1148.68,Vivienda,2026-08-07,train
152,1022,CUPON INMOBILIARIA CUOTA 03,2357.91,Vivienda,2026-06-12,train
153,363,CUPON CERRAJERIA 24HS CUOTA 03,212.11,Vivienda,2026-07-08,train
154,788,PAGO CUOTA HIPOTECA TRIB,2066.95,Vivienda,2026-02-14,train
155,928,CUPON ADMINISTRACION TORRES TRIB,2571.28,Vivienda,2026-06-05,train
156,1134,POS CERRAJERIA 24HS CUOTA 03,1202.67,Vivienda,2026-09-09,val
157,365,PAGO ADMINISTRACION TORRES SUC 01,650.42,Vivienda,2026-02-21,train
158,855,TRANSFERENCIA ADMINISTRACION TORRES FACT,1812.31,Vivienda,2026-06-27,train
159,52,DB AUT INMOBILIARIA,2368.58,Vivienda,2026-08-17,train
160,128,POS EXPENSAS CONSORCIO SUC CENTRO,1903.09,Vivienda,2026-01-14,train
161,1151,DB AUT ADMINISTRACION TORRES FACT,634.88,Vivienda,2026-03-17,train
162,794,PAGO ADMINISTRACION TORRES,1606.66,Vivienda,2026-12-12,test
163,416,CERRAJERIA 24HS,2734.24,Vivienda,2026-07-21,train
164,1120,PAGO EXPENSAS CONSORCIO TRIB,2420.41,Vivienda,2026-07-19,train
165,153,CUPON ADMINISTRACION TORRES SUC 01,2191.12,Vivienda,2026-09-13,val
166,267,CUPON PAGO ALQUILER SUC CENTRO,2079.42,Vivienda,2026-02-14,train
167,105,EXPENSAS CONSORCIO SUC 01,773.64,Vivienda,2026-08-05,train
168,651,DB AUT INMOBILIARIA CUOTA 03,1754.46,Vivienda,2026-10-11,val
169,189,CUPON EXPENSAS CONSORCIO CUOTA 03,1496.05,Vivienda,2026-02-17,train
170,1087,POS ADMINISTRACION TORRES SUC 14,660.32,Vivienda,2026-08-15,train
171,500,ALQUILER DEPARTAMENTO TRIB,2320.43,Vivienda,2026-05-24,train
172,580,CUPON ALQUILER DEPARTAMENTO SUC CENTRO,2489.0,Vivienda,2026-12-14,test
173,395,CUP0N C3RR4J3R14 24HS F4CT,2316.14,Vivienda,2026-05-13,train
174,432,TRANSFERENCIA CERRAJERIA 24HS,2659.14,Vivienda,2026-01-22,train
175,892,ALQUILER DEPARTAMENTO CUOTA 03,659.84,Vivienda,2026-07-18,train
176,151,CUP0N 4LQU1L3R D3P4RT4M3NT0 TR1B,276.17,Vivienda,2026-08-29,train
177,829,POS PAGO ALQUILER ONLINE,765.19,Vivienda,2026-07-23,train
178,1200,PAGO PAGO ALQUILER,1139.45,Vivienda,2026-01-05,train
179,577,POS ALQUILER DEPARTAMENTO SUC CENTRO,277.44,Vivienda,2026-08-06,train
180,280,CUPON ALQUILER DEPARTAMENTO SUC 01,1117.44,Vivienda,2026-09-29,val
181,23,POS EXPENSAS CONSORCIO TRIB,2249.16,Vivienda,2026-10-21,val
182,175,TRANSFERENCIA EXPENSAS ONLINE,464.54,Vivienda,2026-05-23,train
183,377,CUPON EXPENSAS CONSORCIO CUOTA 03,2096.69,Vivienda,2026-07-11,train
184,1125,DB AUT EXPENSAS,767.46,Vivienda,2026-08-02,train
185,998,ADMINISTRACION TORRES SUC 14,278.95,Vivienda,2026-05-21,train
186,651,POS ALQUILER DEPARTAMENTO,428.75,Vivienda,2026-11-23,test
187,878,CERRAJERIA 24HS TRIB,1756.45,Vivienda,2026-03-26,train
188,680,POS INMOBILIARIA TRIB,749.6,Vivienda,2026-03-22,train
189,168,TRANSFERENCIA INMOBILIARIA,1291.37,Vivienda,2026-11-30,test
190,39,POS EXPENSAS CONSORCIO,2327.93,Vivienda,2026-10-25,val
191,1130,DB AUT INMOBILIARIA SUC 14,164.85,Vivienda,2026-10-11,val
192,596,POS EXPENSAS CONSORCIO ONLINE,2796.54,Vivienda,2026-08-17,train
193,340,CERRAJERIA 24HS SUC 14,1468.32,Vivienda,2026-05-09,train
194,991,PAGO CERRAJERIA 24HS SUC 01,1293.72,Vivienda,2026-09-09,val
195,424,POS ALQUILER DEPARTAMENTO TRIB,675.19,Vivienda,2026-11-03,test
196,664,INMOBILIARIA,1062.6,Vivienda,2026-07-22,train
197,772,TRANSFERENCIA ADMINISTRACION TORRES CUOTA 03,1803.3,Vivienda,2026-05-14,train
198,457,TRANSFERENCIA ALQUILER DEPARTAMENTO SUC CENTRO,1678.49,Vivienda,2026-04-04,train
199,285,TRANSFERENCIA INMOBILIARIA,2302.88,Vivienda,2026-04-01,train
200,243,EXPENSAS CONSORCIO SUC 01,289.68,Vivienda,2026-02-28,train
201,331,PAGO INMOBILIARIA FACT,2286.39,Vivienda,2026-04-17,train
202,1050,TRANSFERENCIA EXPENSAS SUC 01,141.05,Vivienda,2026-04-16,train
203,1155,TRANSFERENCIA EXPENSAS CONSORCIO ONLINE,479.47,Vivienda,2026-05-27,train
204,966,ADMINISTRACION TORRES SUC 14,2037.17,Vivienda,2026-08-13,train
205,1047,DB AUT EXPENSAS CONSORCIO SUC 01,676.67,Vivienda,2026-11-11,test
206,790,TRANSFERENCIA CERRAJERIA 24HS,1944.81,Vivienda,2026-07-05,train
207,198,PAGO CERRAJERIA 24HS ONLINE,630.39,Vivienda,2026-01-05,train
208,267,TRANSFERENCIA EXPENSAS,1752.12,Vivienda,2026-08-19,train
209,89,TRANSFERENCIA INMOBILIARIA ONLINE,2330.86,Vivienda,2026-12-05,test
210,522,POS INMOBILIARIA,704.2,Vivienda,2026-04-20,train
211,12,TRANSFERENCIA EXPENSAS ONLINE,2555.43,Vivienda,2026-03-01,train
212,647,CERRAJERIA 24HS ONLINE,99.35,Vivienda,2026-10-21,val
213,749,POS ADMINISTRACION TORRES CUOTA 03,501.0,Vivienda,2026-01-28,train
214,759,DB AUT CERRAJERIA 24HS CUOTA 03,1161.08,Vivienda,2026-06-24,train
215,244,DB AUT ADMINISTRACION TORRES ONLINE,770.28,Vivienda,2026-05-04,train
216,694,ALQUILER DEPARTAMENTO CUOTA 03,2210.06,Vivienda,2026-09-29,val
217,298,CUPON EXPENSAS CONSORCIO,1976.0,Vivienda,2026-10-10,val
218,788,POS PAGO ALQUILER,1264.23,Vivienda,2026-06-03,train
219,900,CERRAJERIA 24HS SUC 01,1749.99,Vivienda,2026-11-26,test
220,1046,ADMINISTRACION TORRES,1866.73,Vivienda,2026-08-06,train
221,178,ADMINISTRACION TORRES,1753.32,Vivienda,2026-03-01,train
222,141,C3RR4J3R14 24HS CU0T4 03,1040.51,Vivienda,2026-11-26,test
223,567,POS CERRAJERIA 24HS TRIB,853.82,Vivienda,2026-12-06,test
224,219,POS ALQUILER DEPARTAMENTO SUC 01,1316.94,Vivienda,2026-02-19,train
225,1178,POS CERRAJERIA 24HS CUOTA 03,880.36,Vivienda,2026-05-09,train
226,940,DB AUT EXPENSAS CONSORCIO TRIB,2707.67,Vivienda,2026-04-24,train
227,452,POS PAGO ALQUILER,1676.17,Vivienda,2026-08-18,train
228,540,TR4NSF3R3NC14 4DM1N1STR4C10N T0RR3S CU0T4 03,2256.44,Vivienda,2026-02-28,train
229,976,ADMINISTRACION TORRES CUOTA 03,1165.09,Vivienda,2026-01-24,train
230,496,CUPON EXPENSAS CONSORCIO SUC 14,2512.54,Vivienda,2026-02-25,train
231,246,POS CERRAJERIA 24HS SUC 01,703.44,Vivienda,2026-11-14,test
232,988,DB AUT ALQUILER DEPARTAMENTO CUOTA 03,2679.72,Vivienda,2026-12-14,test
233,1047,DB AUT CERRAJERIA 24HS SUC CENTRO,1419.17,Vivienda,2026-03-22,train
234,1108,DB AUT EXPENSAS ONLINE,2120.46,Vivienda,2026-02-26,train
235,943,CUPON EXPENSAS CONSORCIO,1150.91,Vivienda,2026-03-30,train
236,532,CERRAJERIA 24HS TRIB,112.15,Vivienda,2026-01-03,train
237,869,POS CERRAJERIA 24HS TRIB,725.02,Vivienda,2026-03-09,train
238,269,POS INMOBILIARIA FACT,2125.97,Vivienda,2026-06-29,train
239,781,DB AUT CUOTA HIPOTECA SUC 14,701.7,Vivienda,2026-12-14,test
240,1059,PAGO ALQUILER ONLINE,2688.88,Vivienda,2026-07-24,train
241,335,DB AUT CERRAJERIA 24HS,2216.11,Vivienda,2026-03-22,train
242,738,CUPON ALQUILER DEPARTAMENTO TRIB,771.67,Vivienda,2026-07-28,train
243,408,INMOBILIARIA TRIB,2283.24,Vivienda,2026-08-27,train
244,999,POS ADMINISTRACION TORRES TRIB,1845.64,Vivienda,2026-06-16,train
245,691,CUPON ADMINISTRACION TORRES SUC 01,2499.8,Vivienda,2026-09-29,val
246,643,ALQUILER DEPARTAMENTO SUC 01,1634.85,Vivienda,2026-06-06,train
247,744,POS INMOBILIARIA FACT,2012.38,Vivienda,2026-03-16,train
248,481,DB AUT EXPENSAS CONSORCIO,2706.23,Vivienda,2026-10-04,val
249,131,EXPENSAS CONSORCIO ONLINE,2103.34,Vivienda,2026-08-29,train
250,319,TRANSFERENCIA CUOTA HIPOTECA,1571.74,Vivienda,2026-12-01,test
251,259,PAGO EXPENSAS CONSORCIO SUC CENTRO,2488.48,Vivienda,2026-08-27,train
252,957,DB AUT CUOTA HIPOTECA TRIB,544.05,Vivienda,2026-08-03,train
253,936,PAGO EXPENSAS CONSORCIO CUOTA 03,2622.81,Vivienda,2026-12-05,test
254,466,POS CERRAJERIA 24HS TRIB,2466.24,Vivienda,2026-06-12,train
255,280,P0S 3XP3NS4S C0NS0RC10,917.4,Vivienda,2026-09-29,val
256,882,DB AUT INMOBILIARIA FACT,1535.47,Vivienda,2026-05-01,train
257,896,CUOTA HIPOTECA ONLINE,708.91,Vivienda,2026-10-09,val
258,491,INMOBILIARIA SUC CENTRO,2024.63,Vivienda,2026-02-11,train
259,846,POS ADMINISTRACION TORRES CUOTA 03,2555.08,Vivienda,2026-07-24,train
260,1008,TRANSFERENCIA INMOBILIARIA FACT,576.15,Vivienda,2026-01-18,train
261,257,ALQUILER DEPARTAMENTO,493.85,Vivienda,2026-01-05,train
262,639,CUPON PAGO ALQUILER SUC 14,102.32,Vivienda,2026-10-17,val
263,300,POS ALQUILER DEPARTAMENTO,2794.46,Vivienda,2026-10-02,val
264,26,EXPENSAS CONSORCIO SUC CENTRO,1147.39,Vivienda,2026-07-18,train
265,193,INMOBILIARIA,2023.94,Vivienda,2026-07-16,train
266,87,POS ADMINISTRACION TORRES SUC 01,1366.09,Vivienda,2026-02-23,train
267,447,ADMINISTRACION TORRES TRIB,1496.92,Vivienda,2026-10-06,val
268,811,DB AUT EXPENSAS CONSORCIO SUC CENTRO,1801.51,Vivienda,2026-11-16,test
269,184,PAGO INMOBILIARIA SUC 01,2715.23,Vivienda,2026-09-01,val
270,1099,ALQUILER DEPARTAMENTO TRIB,328.61,Vivienda,2026-05-08,train
271,899,DB AUT CERRAJERIA 24HS TRIB,1406.93,Vivienda,2026-09-09,val
272,897,POS EXPENSAS CONSORCIO,1954.76,Vivienda,2026-09-02,val
273,960,TRANSFERENCIA EXPENSAS CONSORCIO TRIB,1975.94,Vivienda,2026-05-19,train
274,606,EXPENSAS CONSORCIO CUOTA 03,1708.41,Vivienda,2026-08-01,train
275,39,TRANSFERENCIA EXPENSAS ONLINE,1078.55,Vivienda,2026-10-05,val
276,389,PAGO ALQUILER DEPARTAMENTO CUOTA 03,2190.77,Vivienda,2026-04-04,train
277,227,POS ADMINISTRACION TORRES ONLINE,2162.8,Vivienda,2026-05-08,train
278,995,EXPENSAS CONSORCIO,261.37,Vivienda,2026-06-18,train
279,453,TR4NSF3R3NC14 1NM0B1L14R14 SUC C3NTR0,1633.15,Vivienda,2026-01-09,train
280,125,DB AUT INMOBILIARIA,115.59,Vivienda,2026-01-19,train
281,545,DB AUT ADMINISTRACION TORRES,2632.02,Vivienda,2026-07-10,train
282,474,TRANSFERENCIA EXPENSAS CONSORCIO,271.46,Vivienda,2026-07-07,train
283,1144,PAGO CERRAJERIA 24HS SUC 01,605.28,Vivienda,2026-02-18,train
284,342,PAGO INMOBILIARIA ONLINE,2164.29,Vivienda,2026-01-28,train
285,646,TRANSFERENCIA EXPENSAS CONSORCIO FACT,1172.24,Vivienda,2026-10-06,val
286,1154,DB AUT INMOBILIARIA TRIB,2378.0,Vivienda,2026-03-25,train
287,814,POS ADMINISTRACION TORRES FACT,2162.73,Vivienda,2026-04-07,train
288,455,C3RR4J3R14 24HS SUC C3NTR0,2753.64,Vivienda,2026-01-09,train
289,1171,TRANSFERENCIA ADMINISTRACION TORRES CUOTA 03,139.03,Vivienda,2026-03-22,train
290,616,POS ADMINISTRACION TORRES SUC 14,1332.21,Vivienda,2026-01-10,train
291,355,PAGO ALQUILER DEPARTAMENTO TRIB,1627.86,Vivienda,2026-04-13,train
292,1181,TR4NSF3R3NC14 4LQU1L3R D3P4RT4M3NT0 SUC C3NTR0,1955.7,Vivienda,2026-08-19,train
293,247,DB AUT ADMINISTRACION TORRES ONLINE,232.11,Vivienda,2026-07-19,train
294,1074,PAGO ALQUILER DEPARTAMENTO ONLINE,2113.69,Vivienda,2026-11-15,test
295,805,EXPENSAS CONSORCIO,1616.56,Vivienda,2026-05-19,train
296,689,POS CUOTA HIPOTECA ONLINE,1644.69,Vivienda,2026-12-09,test
297,268,ADMINISTRACION TORRES ONLINE,2107.26,Vivienda,2026-05-27,train
298,1074,CERRAJERIA 24HS CUOTA 03,1601.29,Vivienda,2026-10-01,val
299,868,CERRAJERIA 24HS,804.22,Vivienda,2026-01-19,train
300,717,DB AUT ALQUILER DEPARTAMENTO SUC CENTRO,952.41,Vivienda,2026-02-18,train
301,766,DB AUT PAGO ALQUILER SUC 14,1282.81,Vivienda,2026-07-25,train
302,590,PAGO ALQUILER SUC 01,2399.52,Vivienda,2026-07-06,train
303,1102,INMOBILIARIA TRIB,2267.64,Vivienda,2026-06-27,train
304,38,TRANSFERENCIA INMOBILIARIA SUC 01,1503.28,Vivienda,2026-05-20,train
305,556,PAGO ALQUILER SUC CENTRO,1884.8,Vivienda,2026-08-20,train
306,40,POS EXPENSAS TRIB,2650.88,Vivienda,2026-06-17,train
307,993,TRANSFERENCIA INMOBILIARIA,1846.4,Vivienda,2026-08-15,train
308,1085,TR4NSF3R3NC14 1NM0B1L14R14,319.42,Vivienda,2026-12-05,test
