id,usuario_id,descripcion,monto,categoria,fecha,split
1255,43,COMPRA TPV ALQUILER DEPARTAMENTO MAR DEL PLATA *8450 REF:651772,1571.82,Vivienda,2026-07-04,train
17525,625,PAGO QR CREDITO AUTOMOTRIZ ROSARIO *7223 REF:787712,3434.44,Creditos y Deudas,2026-09-04,val
13276,479,DB AUTOMATICO MATERIAL ESTUDIO FOTOCOPIAS CORDOBA *6042 REF:519430,90.17,Educacion,2026-08-28,train
18631,666,DB 4UT0M4TIC0 4DMINISTR4CI0N T0RR3S C4B4 *4897 R3F:460940,3281.21,Vivienda,2026-05-03,train
1954,68,COMPRA TPV ZAPATILLAS DEPORTIVAS LA PLATA *4823 REF:977131,406.94,Vestimenta,2026-09-13,val
1047,36,DB AUTOMATICO PANADERIA ARTESANAL MENDOZA *5111 REF:964517,297.02,Alimentacion,2026-06-01,train
12859,463,COMPRA TPV CARGA AXION ROSARIO *8352 REF:974881,389.58,Transporte,2026-06-01,train
22259,797,COMPRA TPV MERCADITO VECINAL ROSARIO *5917 REF:726164,300.02,Alimentacion,2026-02-28,train
24428,876,DB AUTOMATICO MANTENIMIENTO EDIFICIO MENDOZA *5742 REF:826880,1320.34,Vivienda,2026-12-03,test
1817,64,P4G0 QR P4G0 CU0T4 M3NSU4L 0NLIN3 *5670 R3F:778445,1857.34,Creditos y Deudas,2026-11-04,test
2159,75,DB AUTOMATICO EXPENSAS CONSORCIO MAR DEL PLATA *8030 REF:645168,1726.93,Vivienda,2026-02-01,train
18376,656,TRANSFERENCIA BINANCE CRIPTO MAR DEL PLATA *6096 REF:345293,413.9,Inversion,2026-11-11,test
7904,283,E-COMMERCE CUOTA PRESTAMO PERSONAL LA PLATA *8474 REF:903968,1509.75,Creditos y Deudas,2026-06-10,train
2096,73,TRANSFERENCIA TRANSFERENCIA RECIBIDA CORDOBA *2710 REF:184179,3471.45,Vivienda,2026-10-01,val
5712,200,PAGO QR ALMUERZO EJECUTIVO BODEGON CORDOBA *3482 REF:497653,790.69,Alimentacion,2026-01-05,train
19308,689,E-COMMERCE TRANSFERENCIA RECIBIDA LA PLATA *6597 REF:618240,1158.83,Inversion,2026-09-20,val
23036,829,E-COMMERCE FINANCIACION EN CUOTAS CABA *1646 REF:225618,2306.59,Creditos y Deudas,2026-01-09,train
470,16,COMPRA TPV DEPOSITO GARANTIA ALQUILER CABA *9970 REF:465584,574.15,Vivienda,2026-11-20,test
16486,589,DB AUTOMATICO BANCO SANTANDER TARJETA MAR DEL PLATA *7001 REF:369726,3244.66,Creditos y Deudas,2026-02-28,train
11888,428,E-COMMERCE ADMINISTRACION TORRES CABA *8731 REF:273557,1796.28,Vivienda,2026-02-07,train
16856,603,PAGO QR PINTURERIA LATEX CORDOBA *5604 REF:735849,661.54,Vivienda,2026-08-04,train
32745,1173,PAGO QR CARNICERIA Y GRANJA MAR DEL PLATA *7072 REF:901303,388.27,Alimentacion,2026-02-11,train
25177,902,E-COMMERCE PAGO CUOTA MENSUAL LA PLATA *4227 REF:131871,136.93,Vivienda,2026-09-08,val
8088,290,DB AUTOMATICO HELADERA NO FROST MAR DEL PLATA *4651 REF:201547,40.21,Electrodomesticos,2026-10-10,val
28608,1027,TRANSFERENCIA MICROONDAS DIGITAL ONLINE *9400 REF:585430,1330.19,Electrodomesticos,2026-02-12,train
22828,821,DB AUTOMATICO ABONO CELULAR PERSONAL ROSARIO *7574 REF:146505,217.29,Servicios,2026-04-04,train
16156,577,DB AUTOMATICO ADIDAS ORIGINAL MAR DEL PLATA *2955 REF:394095,319.93,Vestimenta,2026-06-01,train
6779,239,E-COMMERCE AMORTIZACION CREDITO HIPOTECARIO MAR DEL PLATA *1616 REF:854016,364.16,Creditos y Deudas,2026-06-05,train
14069,506,TRANSFERENCIA AMORTIZACION CREDITO HIPOTECARIO MENDOZA *6573 REF:597175,3494.18,Creditos y Deudas,2026-05-09,train
22362,800,PAGO QR CUOTA PRESTAMO PERSONAL MAR DEL PLATA *9869 REF:578189,629.4,Creditos y Deudas,2026-10-06,val
1561,54,C0MPR4 TPV 4B0N0 C3LUL4R P3RS0N4L R0S4RI0 *6416 R3F:134630,272.53,Servicios,2026-11-04,test
7940,284,COMPRA TPV SUPERMERCADO COTO CORDOBA *2604 REF:532913,663.76,Alimentacion,2026-03-29,train
9077,326,COMPRA TPV DISCO MENDOZA *3488 REF:253868,177.01,Alimentacion,2026-08-06,train
27337,982,COMPRA TPV EXPENSAS CONSORCIO CORDOBA *5429 REF:444690,1259.74,Vivienda,2026-11-01,test
12330,444,DB AUTOMATICO UDEMY CURSO MENDOZA *2861 REF:768015,417.69,Educacion,2026-04-30,train
1356,47,COMPRA TPV VERDULERIA Y FRUTERIA MAR DEL PLATA *3930 REF:577462,305.36,Alimentacion,2026-02-19,train
22578,810,TRANSFERENCIA VERDULERIA Y FRUTERIA CABA *1869 REF:150171,672.33,Alimentacion,2026-04-23,train
8111,291,TRANSFERENCIA BINANCE CRIPTO LA PLATA *5137 REF:313225,1128.28,Inversion,2026-07-28,train
27926,1002,DB AUTOMATICO DISCO LA PLATA *5663 REF:140222,408.68,Alimentacion,2026-02-18,train
4799,167,PAGO QR CABIFY AEROPUERTO ONLINE *4030 REF:326138,156.11,Transporte,2026-05-17,train
23755,852,E-COMMERCE ESTACIONAMIENTO MEDIDO MAR DEL PLATA *6351 REF:959848,56.56,Transporte,2026-04-21,train
4141,144,E-COMMERCE DEBITO AUTOMATICO CORDOBA *1266 REF:847573,71.07,Ocio,2026-05-26,train
15369,549,DB AUTOMATICO CONEXION FIBRA OPTICA CABA *6051 REF:793424,575.2,Servicios,2026-06-01,train
18298,654,TRANSFERENCIA AYSA AGUA CABA *6395 REF:483423,199.19,Servicios,2026-09-03,val
12769,460,PAGO QR CONEXION FIBRA OPTICA MENDOZA *5343 REF:154679,225.01,Servicios,2026-08-04,train
22605,811,COMPRA TPV SUBE RECARGA ONLINE *3598 REF:193774,427.32,Transporte,2026-11-20,test
3006,104,TRANSFERENCIA ENTRADAS RECITAL ESTADIO LA PLATA *6452 REF:452999,225.21,Ocio,2026-07-09,train
14777,531,DB AUTOMATICO PAGO RESUMEN MENSUAL CORDOBA *3625 REF:105188,96.04,Servicios,2026-07-07,train
29900,1072,COMPRA TPV CLARO FACTURA MENSUAL ROSARIO *8418 REF:989402,322.4,Servicios,2026-05-10,train
12183,439,COMPRA TPV BANCO BBVA PRESTAMO MAR DEL PLATA *1885 REF:995028,3332.52,Creditos y Deudas,2026-09-04,val
7825,280,PAGO QR UBER VIAJE CORDOBA *3293 REF:596987,36.91,Transporte,2026-09-12,val
31131,1117,DB AUTOMATICO SUBE RECARGA MAR DEL PLATA *3043 REF:756493,159.59,Transporte,2026-12-17,test
28981,1040,TRANSFERENCIA TRANSFERENCIA RECIBIDA ONLINE *3597 REF:473232,1025.05,Creditos y Deudas,2026-06-07,train
33053,1184,PAGO QR ESTACIONAMIENTO MEDIDO CORDOBA *4839 REF:471308,119.13,Transporte,2026-03-12,train
13351,481,COMPRA TPV ADMINISTRACION TORRES ROSARIO *9986 REF:761623,463.48,Vivienda,2026-01-10,train
2635,91,E-COMMERCE VERDULERIA Y FRUTERIA MAR DEL PLATA *8454 REF:718324,784.77,Alimentacion,2026-08-30,train
27259,980,COMPRA TPV CURSO INTENSIVO PROGRAMACION MENDOZA *7906 REF:637111,354.46,Educacion,2026-07-29,train
32950,1180,PAGO QR PAGO MINIMO TARJETA MENDOZA *6499 REF:318163,2021.41,Creditos y Deudas,2026-06-25,train
28942,1039,COMPRA TPV ATENCION ODONTOLOGICA MENDOZA *7066 REF:974405,1220.44,Salud,2026-01-26,train
16150,577,E-COMMERCE ADIDAS ORIGINAL ROSARIO *9135 REF:623529,665.62,Vestimenta,2026-06-03,train
18104,647,TRANSFERENCIA COMPRA DOLARES MEP CORDOBA *4530 REF:960691,203.07,Inversion,2026-07-22,train
17039,610,PAGO QR MERCADITO VECINAL CABA *5185 REF:927339,105.46,Alimentacion,2026-01-11,train
8890,319,PAGO QR ALQUILER DEPARTAMENTO CORDOBA *8365 REF:278651,2126.05,Vivienda,2026-05-19,train
18288,654,COMPRA TPV ESTACIONAMIENTO MEDIDO CORDOBA *7378 REF:789033,169.27,Transporte,2026-04-19,train
30991,1111,DB AUTOMATICO PAGO CUOTA MENSUAL LA PLATA *4788 REF:434305,2851.38,Vivienda,2026-09-09,val
33498,1199,DB AUTOMATICO EDENOR ELECTRICIDAD CORDOBA *7259 REF:296103,76.62,Servicios,2026-02-07,train
28957,1039,DB AUTOMATICO ESTACION SHELL CORDOBA *6528 REF:396838,143.22,Transporte,2026-06-27,train
2003,70,E-COMMERCE SUPERMERCADO COTO CORDOBA *4461 REF:357229,372.92,Alimentacion,2026-07-28,train
21305,763,COMPRA TPV DEBITO AUTOMATICO ROSARIO *6082 REF:986979,1010.71,Salud,2026-03-12,train
29760,1067,E-COMMERCE CARGA AXION CORDOBA *2881 REF:253025,239.96,Transporte,2026-11-08,test
33107,1186,DB AUTOMATICO ALQUILER DEPARTAMENTO MENDOZA *5539 REF:882343,695.21,Vivienda,2026-06-05,train
33279,1192,DB AUTOMATICO APERTURA PLAZO FIJO CABA *7950 REF:796317,3405.83,Inversion,2026-05-02,train
806,29,TRANSFERENCIA UBER VIAJE MENDOZA *6219 REF:894086,208.71,Transporte,2026-12-08,test
6026,211,DB AUTOMATICO DEBITO AUTOMATICO CABA *2754 REF:508304,190.59,Ocio,2026-05-19,train
10773,386,DB AUTOMATICO TRANSFERENCIA RECIBIDA ONLINE *1809 REF:960455,1198.58,Vivienda,2026-09-02,val
32973,1181,TR4NSF3R3NCI4 INM0BILI4RI4 C0NTR4T0 M4R D3L PL4T4 *3528 R3F:583503,1667.41,Vivienda,2026-05-08,train
30629,1097,TRANSFERENCIA NIKE DEPORTES MAR DEL PLATA *8962 REF:720918,553.28,Vestimenta,2026-06-04,train
13639,491,TRANSFERENCIA BALANZ INVERSIONES MAR DEL PLATA *5458 REF:807118,2343.37,Inversion,2026-03-31,train
21444,769,COMPRA TPV ALMUERZO EJECUTIVO BODEGON ROSARIO *1778 REF:785354,502.37,Alimentacion,2026-03-13,train
32398,1161,DB AUTOMATICO LABORATORIO BIOQUIMICO CABA *5912 REF:236194,1196.02,Salud,2026-12-02,test
31051,1113,PAGO QR SUPERMERCADO COTO MAR DEL PLATA *5289 REF:984042,242.02,Alimentacion,2026-06-21,train
823,29,COMPRA TPV VERDULERIA Y FRUTERIA MAR DEL PLATA *1806 REF:643842,569.62,Alimentacion,2026-07-19,train
9707,347,DB AUTOMATICO LABORATORIO BIOQUIMICO MENDOZA *9033 REF:707253,378.23,Salud,2026-02-27,train
32484,1163,E-COMMERCE ALMUERZO EJECUTIVO BODEGON CORDOBA *3960 REF:975491,593.61,Alimentacion,2026-10-23,val
7662,272,DB AUTOMATICO PINTURERIA LATEX MENDOZA *1815 REF:174807,3484.34,Vivienda,2026-02-12,train
15721,562,TRANSFERENCIA SUPERMERCADO DIA MAR DEL PLATA *4254 REF:514729,182.4,Alimentacion,2026-10-30,val
7701,274,E-COMMERCE WHIRLPOOL LAVARROPAS MAR DEL PLATA *7153 REF:411607,2436.18,Electrodomesticos,2026-05-14,train
11198,404,TRANSFERENCIA PAGO RESUMEN MASTERCARD ROSARIO *1147 REF:698241,982.77,Creditos y Deudas,2026-09-09,val
12985,467,E-COMMERCE PAGO CUOTA MENSUAL ONLINE *2709 REF:285437,2391.13,Vivienda,2026-11-03,test
12397,446,COMPRA TPV AYSA AGUA LA PLATA *5322 REF:774783,312.72,Servicios,2026-10-08,val
22770,818,E-COMMERCE PAGO TARJETA VISA ONLINE *8746 REF:545907,374.9,Creditos y Deudas,2026-10-04,val
6391,223,COMPRA TPV UBER VIAJE LA PLATA *7300 REF:247101,187.59,Transporte,2026-05-17,train
21935,786,E-COMMERCE SUPERMERCADO DIA CORDOBA *3343 REF:767447,703.41,Alimentacion,2026-02-22,train
19781,708,COMPRA TPV TRANSFERENCIA RECIBIDA ROSARIO *2416 REF:200129,1350.69,Vivienda,2026-05-02,train
11707,422,TRANSFERENCIA PAGO RESUMEN MENSUAL LA PLATA *9102 REF:276951,1229.36,Vivienda,2026-11-06,test
2316,80,COMPRA TPV CARREFOUR EXPRESS LA PLATA *7672 REF:478077,457.14,Alimentacion,2026-01-03,train
26333,947,DB AUTOMATICO DISCO LA PLATA *9757 REF:982234,427.76,Alimentacion,2026-09-29,val
15858,566,COMPRA TPV EXPENSAS CONSORCIO CABA *6274 REF:627849,63.75,Vivienda,2026-02-23,train
29728,1066,DB AUTOMATICO DISCO MENDOZA *6793 REF:138788,701.58,Alimentacion,2026-04-10,train
19703,705,E-COMMERCE COMPRA DOLARES MEP ROSARIO *8958 REF:137299,1845.03,Inversion,2026-12-03,test
28392,1020,E-COMMERCE BANCO SANTANDER TARJETA LA PLATA *9848 REF:614420,1099.38,Creditos y Deudas,2026-04-10,train
31515,1130,E-COMMERCE AYSA AGUA MAR DEL PLATA *2148 REF:223879,240.2,Servicios,2026-01-05,train
24822,889,PAGO QR CARREFOUR EXPRESS MENDOZA *9481 REF:351288,493.31,Alimentacion,2026-03-31,train
25104,900,PAGO QR PAGO RESUMEN MASTERCARD ROSARIO *9845 REF:539486,2741.07,Creditos y Deudas,2026-01-05,train
8562,305,TRANSFERENCIA CONEXION FIBRA OPTICA MENDOZA *3698 REF:327841,469.92,Servicios,2026-09-10,val
18962,677,DB AUTOMATICO ADQUISICION BONOS SOBERANOS CORDOBA *2170 REF:942470,3731.35,Inversion,2026-03-10,train
22786,819,TRANSFERENCIA TRANSFERENCIA RECIBIDA MENDOZA *2060 REF:292130,2280.14,Vivienda,2026-09-08,val
18421,657,COMPRA TPV RESTAURANTE GOURMET CORDOBA *6817 REF:319136,137.68,Ocio,2026-07-27,train
14552,523,E-COMMERCE ADMINISTRACION TORRES CORDOBA *8832 REF:897948,2633.09,Vivienda,2026-08-10,train
26039,935,PAGO QR TRANSFERENCIA RECIBIDA MENDOZA *1200 REF:487749,751.88,Vivienda,2026-04-10,train
12483,449,E-COMMERCE FONDO COMUN INVERSION LA PLATA *2586 REF:823223,2755.82,Inversion,2026-02-27,train
11045,397,PAGO QR ALMUERZO EJECUTIVO BODEGON MENDOZA *1149 REF:594976,119.28,Alimentacion,2026-11-12,test
9023,324,TRANSFERENCIA CARREFOUR EXPRESS CABA *8357 REF:555147,827.15,Alimentacion,2026-01-29,train
30616,1096,COMPRA TPV DEBITO AUTOMATICO CABA *9945 REF:392317,168.15,Servicios,2026-11-10,test
13823,497,COMPRA TPV PINTURERIA LATEX ONLINE *4321 REF:490877,197.16,Vivienda,2026-07-06,train
31247,1121,PAGO QR CARNICERIA Y GRANJA CORDOBA *3276 REF:231651,371.1,Alimentacion,2026-03-21,train
16584,593,COMPRA TPV PAGO CUOTA MENSUAL MENDOZA *5388 REF:941898,1405.52,Creditos y Deudas,2026-10-27,val
26364,948,COMPRA TPV MANTENIMIENTO EDIFICIO CORDOBA *7230 REF:299419,3193.84,Vivienda,2026-02-10,train
18469,659,COMPRA TPV DEBITO AUTOMATICO LA PLATA *7810 REF:987620,2594.68,Creditos y Deudas,2026-11-02,test
32941,1180,E-COMMERCE CARGA AXION LA PLATA *7433 REF:696479,287.3,Transporte,2026-08-03,train
30700,1099,DB AUTOMATICO EDENOR ELECTRICIDAD ROSARIO *7119 REF:104259,335.18,Servicios,2026-03-04,train
9069,326,PAGO QR SWISS MEDICAL LA PLATA *7055 REF:390244,118.19,Salud,2026-04-02,train
22512,807,E-COMMERCE COLEGIO MENSUALIDAD ROSARIO *3715 REF:557086,567.66,Educacion,2026-02-25,train
12812,461,E-COMMERCE PANADERIA ARTESANAL MENDOZA *9511 REF:549208,493.54,Alimentacion,2026-05-01,train
851,30,E-COMMERCE MERCADO LIBRE ONLINE *2702 REF:140048,1224.93,Electrodomesticos,2026-12-09,test
28531,1025,PAGO QR PINTURERIA LATEX ROSARIO *1017 REF:739231,2377.79,Vivienda,2026-07-12,train
22243,797,PAGO QR MERCADO LIBRE LA PLATA *7946 REF:107721,2214.16,Electrodomesticos,2026-06-27,train
3628,125,TRANSFERENCIA SWISS MEDICAL ROSARIO *6272 REF:556587,454.72,Salud,2026-10-25,val
24238,869,TRANSFERENCIA PINTURERIA LATEX ROSARIO *2456 REF:114545,575.43,Vivienda,2026-10-03,val
